Run #,Times 0,Times 1,Times 2,Times 3,Times 4,Times 5,Times 6,Times 7,Times 8,Times 9,Times 10,Times 11,Times 12,Times 13,Times 14,Times 15,Times 16,Times 17,Times 18,Times 19,Percent 0,Percent 1,Percent 2,Percent 3,Percent 4,Percent 5,Percent 6,Percent 7,Percent 8,Percent 9,Percent 10,Percent 11,Percent 12,Percent 13,Percent 14,Percent 15,Percent 16,Percent 17,Percent 18,Percent 19
531,501,482,523,538,463,490,506,530,470,525,530,476,489,481,491,501,530,477,466,5.31,5.01,4.82,5.23,5.38,4.63,4.9,5.06,5.3,4.7,5.25,5.3,4.76,4.89,4.81,4.91,5.01,5.3,4.77,4.66
494,494,497,497,503,519,500,497,475,480,520,516,496,458,476,504,550,500,487,537,4.94,4.94,4.97,4.97,5.03,5.19,5.0,4.97,4.75,4.8,5.2,5.16,4.96,4.58,4.76,5.04,5.5,5.0,4.87,5.37
488,492,534,485,486,513,500,468,490,473,505,481,516,482,534,527,502,501,524,499,4.88,4.92,5.34,4.85,4.86,5.13,5.0,4.68,4.9,4.73,5.05,4.81,5.16,4.82,5.34,5.27,5.02,5.01,5.24,4.99
483,490,508,497,491,487,533,492,472,498,491,520,500,513,510,495,509,465,496,550,4.83,4.9,5.08,4.97,4.91,4.87,5.33,4.92,4.72,4.98,4.91,5.2,5.0,5.13,5.1,4.95,5.09,4.65,4.96,5.5
478,495,462,516,547,505,478,479,508,474,502,489,526,510,506,496,474,515,514,526,4.78,4.95,4.62,5.16,5.47,5.05,4.78,4.79,5.08,4.74,5.02,4.89,5.26,5.1,5.06,4.96,4.74,5.15,5.14,5.26
507,494,520,477,528,471,480,479,508,454,495,522,484,539,503,517,519,528,494,481,5.07,4.94,5.2,4.77,5.28,4.71,4.8,4.79,5.08,4.54,4.95,5.22,4.84,5.39,5.03,5.17,5.19,5.28,4.94,4.81
476,494,457,491,497,531,482,500,496,502,498,535,530,532,466,454,505,513,547,494,4.76,4.94,4.57,4.91,4.97,5.31,4.82,5.0,4.96,5.02,4.98,5.35,5.3,5.32,4.66,4.54,5.05,5.13,5.47,4.94
510,496,510,555,465,515,468,518,509,503,496,486,504,467,496,483,499,520,510,490,5.1,4.96,5.1,5.55,4.65,5.15,4.68,5.18,5.09,5.03,4.96,4.86,5.04,4.67,4.96,4.83,4.99,5.2,5.1,4.9
493,518,531,503,514,488,488,487,493,505,485,500,489,507,521,503,511,479,501,484,4.93,5.18,5.31,5.03,5.14,4.88,4.88,4.87,4.93,5.05,4.85,5.0,4.89,5.07,5.21,5.03,5.11,4.79,5.01,4.84
507,533,488,488,538,508,542,496,513,474,496,516,526,475,472,481,503,489,452,503,5.07,5.33,4.88,4.88,5.38,5.08,5.42,4.96,5.13,4.74,4.96,5.16,5.26,4.75,4.72,4.81,5.03,4.89,4.52,5.03
464,521,513,492,487,485,476,502,500,487,528,499,505,530,473,506,520,523,501,488,4.64,5.21,5.13,4.92,4.87,4.85,4.76,5.02,5.0,4.87,5.28,4.99,5.05,5.3,4.73,5.06,5.2,5.23,5.01,4.88
472,492,515,475,500,468,514,456,521,487,487,480,463,534,530,519,494,499,562,532,4.72,4.92,5.15,4.75,5.0,4.68,5.14,4.56,5.21,4.87,4.87,4.8,4.63,5.34,5.3,5.19,4.94,4.99,5.62,5.32
481,490,470,534,514,505,478,464,502,521,515,547,474,481,515,495,511,508,519,476,4.81,4.9,4.7,5.34,5.14,5.05,4.78,4.64,5.02,5.21,5.15,5.47,4.74,4.81,5.15,4.95,5.11,5.08,5.19,4.76
485,496,513,467,510,491,525,465,516,498,507,497,518,483,488,491,478,543,498,531,4.85,4.96,5.13,4.67,5.1,4.91,5.25,4.65,5.16,4.98,5.07,4.97,5.18,4.83,4.88,4.91,4.78,5.43,4.98,5.31
503,508,497,523,479,473,504,483,520,472,507,498,490,483,520,524,521,495,511,489,5.03,5.08,4.97,5.23,4.79,4.73,5.04,4.83,5.2,4.72,5.07,4.98,4.9,4.83,5.2,5.24,5.21,4.95,5.11,4.89
495,512,472,529,500,489,462,500,488,509,520,490,494,456,502,546,507,523,489,517,4.95,5.12,4.72,5.29,5.0,4.89,4.62,5.0,4.88,5.09,5.2,4.9,4.94,4.56,5.02,5.46,5.07,5.23,4.89,5.17
488,547,501,518,529,534,502,485,502,491,464,521,497,504,525,455,501,450,496,490,4.88,5.47,5.01,5.18,5.29,5.34,5.02,4.85,5.02,4.91,4.64,5.21,4.97,5.04,5.25,4.55,5.01,4.5,4.96,4.9
523,492,504,493,505,497,486,498,518,520,481,487,518,470,514,527,496,471,491,509,5.23,4.92,5.04,4.93,5.05,4.97,4.86,4.98,5.18,5.2,4.81,4.87,5.18,4.7,5.14,5.27,4.96,4.71,4.91,5.09
499,511,514,539,484,471,502,487,485,491,554,515,522,469,491,485,495,505,478,503,4.99,5.11,5.14,5.39,4.84,4.71,5.02,4.87,4.85,4.91,5.54,5.15,5.22,4.69,4.91,4.85,4.95,5.05,4.78,5.03
520,498,501,520,504,482,532,498,493,506,502,540,490,470,495,472,531,463,500,483,5.2,4.98,5.01,5.2,5.04,4.82,5.32,4.98,4.93,5.06,5.02,5.4,4.9,4.7,4.95,4.72,5.31,4.63,5.0,4.83
500,461,477,489,505,517,517,504,492,495,521,520,530,494,471,520,499,497,503,488,5.0,4.61,4.77,4.89,5.05,5.17,5.17,5.04,4.92,4.95,5.21,5.2,5.3,4.94,4.71,5.2,4.99,4.97,5.03,4.88
490,524,470,527,498,485,497,483,527,462,493,515,485,518,501,478,504,475,506,562,4.9,5.24,4.7,5.27,4.98,4.85,4.97,4.83,5.27,4.62,4.93,5.15,4.85,5.18,5.01,4.78,5.04,4.75,5.06,5.62
512,536,506,508,502,500,479,498,495,476,474,524,513,459,507,468,521,501,502,519,5.12,5.36,5.06,5.08,5.02,5.0,4.79,4.98,4.95,4.76,4.74,5.24,5.13,4.59,5.07,4.68,5.21,5.01,5.02,5.19
482,492,495,499,498,500,486,498,486,503,505,534,504,501,448,516,566,478,512,497,4.82,4.92,4.95,4.99,4.98,5.0,4.86,4.98,4.86,5.03,5.05,5.34,5.04,5.01,4.48,5.16,5.66,4.78,5.12,4.97
472,532,486,504,492,502,532,500,472,490,506,536,510,515,475,517,471,512,495,481,4.72,5.32,4.86,5.04,4.92,5.02,5.32,5.0,4.72,4.9,5.06,5.36,5.1,5.15,4.75,5.17,4.71,5.12,4.95,4.81
482,525,510,524,504,468,468,505,498,493,502,492,529,500,517,514,485,500,501,483,4.82,5.25,5.1,5.24,5.04,4.68,4.68,5.05,4.98,4.93,5.02,4.92,5.29,5.0,5.17,5.14,4.85,5.0,5.01,4.83
515,503,501,478,520,513,505,459,492,501,504,487,485,519,480,506,513,485,487,547,5.15,5.03,5.01,4.78,5.2,5.13,5.05,4.59,4.92,5.01,5.04,4.87,4.85,5.19,4.8,5.06,5.13,4.85,4.87,5.47
517,520,468,522,514,492,504,538,467,483,482,495,537,502,491,492,501,516,485,474,5.17,5.2,4.68,5.22,5.14,4.92,5.04,5.38,4.67,4.83,4.82,4.95,5.37,5.02,4.91,4.92,5.01,5.16,4.85,4.74
474,496,489,475,489,511,449,516,533,500,493,541,516,497,509,496,532,498,519,467,4.74,4.96,4.89,4.75,4.89,5.11,4.49,5.16,5.33,5.0,4.93,5.41,5.16,4.97,5.09,4.96,5.32,4.98,5.19,4.67
521,510,492,470,542,476,514,489,498,522,487,457,475,559,532,493,505,465,520,473,5.21,5.1,4.92,4.7,5.42,4.76,5.14,4.89,4.98,5.22,4.87,4.57,4.75,5.59,5.32,4.93,5.05,4.65,5.2,4.73
512,470,482,500,504,493,544,483,494,486,492,543,513,512,540,480,485,489,508,470,5.12,4.7,4.82,5.0,5.04,4.93,5.44,4.83,4.94,4.86,4.92,5.43,5.13,5.12,5.4,4.8,4.85,4.89,5.08,4.7
478,523,475,527,499,507,484,460,502,496,498,489,520,474,512,510,511,530,514,491,4.78,5.23,4.75,5.27,4.99,5.07,4.84,4.6,5.02,4.96,4.98,4.89,5.2,4.74,5.12,5.1,5.11,5.3,5.14,4.91
